dest;id
LAS;9237
AUS;9238
SJC;9239
LAS;9240
AUS;9241
SJC;9242
DEN;9243
DEN;9244
DEN;9245
MCO;9246
MCO;9247
MCO;9248
SAN;9249
DEN;9250
DEN;9251
OMA;9252
DEN;9253
OMA;9254
ATL;9255
ATL;9256
ATL;9257
TPA;9258
TPA;9259
TPA;9260
STL;9261
MCI;9262
STL;9263
ORD;9264
ORD;9265
FLL;9266
FLL;9267
FLL;9268
BOS;9269
BOS;9270
BOS;9271
IAH;9272
ABQ;9273
ABQ;9274
DEN;9275
ABQ;9276
DEN;9277
ATL;9278
ATL;9279
ATL;9280
MSP;9281
MSP;9282
MSP;9283
LAX;9284
SMF;9285
DEN;9286
PHL;9287
LAX;9288
SMF;9289
DEN;9290
PHL;9291
MCI;9292
MCI;9293
MCI;9294
LAS;9295
LAS;9296
LAS;9297
MSP;9298
MSP;9299
MSP;9300
MCO;9301
MCO;9302
MCO;9303
OMA;9304
OMA;9305
OMA;9306
ATL;9307
MHT;9308
BWI;9309
ORD;9310
ORD;9311
ORD;9312
LAS;9313
SAN;9314
LAS;9315
SAN;9316
LAS;9317
SAN;9318
MIA;9319
MIA;9320
MIA;9321
BOS;9322
BOS;9323
BOS;9324
MIA;9325
MIA;9326
MIA;9327
DEN;9328
DEN;9329
DEN;9330
ABQ;9331
FLL;9332
BWI;9333
FLL;9334
BWI;9335
FLL;9336
BWI;9337
PHX;9338
ABQ;9339
PHX;9340
ABQ;9341
DSM;9342
MSP;9343
MSP;9344
MSP;9345
ORD;9346
ORD;9347
ORD;9348
OMA;9349
OMA;9350
OMA;9351
MKE;9352
MKE;9353
MKE;9354
MSP;9355
MSP;9356
TPA;9357
TPA;9358
TPA;9359
STL;9360
LAS;9361
DEN;9362
DEN;9363
IAH;9364
IAH;9365
IAH;9366
ATL;9367
ATL;9368
ATL;9369
MCO;9370
DTW;9371
MDW;9372
DEN;9373
DEN;9374
DEN;9375
SNA;9376
SNA;9377
SNA;9378
TPA;9379
TPA;9380
TPA;9381
AUS;9382
AUS;9383
MKE;9384
MKE;9385
MKE;9386
SMF;9387
SMF;9388
CLE;9389
CLE;9390
CLE;9391
ORD;9392
ORD;9393
ORD;9394
MIA;9395
MIA;9396
MIA;9397
BOS;9398
BOS;9399
BOS;9400
TUL;9401
TUL;9402
ATL;9403
ATL;9404
ATL;9405
ONT;9406
ABQ;9407
ABQ;9408
ABQ;9409
DEN;9410
DEN;9411
DEN;9412
MSY;9413
MSY;9414
MSY;9415
PHL;9416
PHL;9417
PHL;9418
BWI;9419
BWI;9420
BWI;9421
MEM;9422
MEM;9423
MEM;9424
MCO;9425
MCO;9426
ORD;9427
ORD;9428
ORD;9429
BOS;9430
BOS;9431
BOS;9432
BOS;9433
BOS;9434
BOS;9435
ORD;9436
ORD;9437
ORD;9438
TPA;9439
BNA;9440
TPA;9441
BNA;9442
DEN;9443
DEN;9444
DEN;9445
RDU;9446
RDU;9447
MKE;9448
MKE;9449
MKE;9450
MEM;9451
MEM;9452
MEM;9453
LAS;9454
SNA;9455
LAS;9456
SNA;9457
ORD;9458
ORD;9459
ORD;9460
CLT;9461
CLT;9462
DFW;9463
DFW;9464
DFW;9465
PHL;9466
PHL;9467
PHL;9468
BOS;9469
BOS;9470
BOS;9471
DEN;9472
DEN;9473
DEN;9474
ATL;9475
ATL;9476
ATL;9477
MSP;9478
MSP;9479
MSP;9480
FLL;9481
SFO;9482
SFO;9483
SFO;9484
TPA;9485
TPA;9486
TPA;9487
IAH;9488
IAH;9489
IAH;9490
MEM;9491
MEM;9492
MEM;9493
PHX;9494
MSY;9495
LAX;9496
PHX;9497
MSY;9498
LAX;9499
OMA;9500
OMA;9501
DEN;9502
DEN;9503
SFO;9504
SFO;9505
SFO;9506
ATL;9507
ATL;9508
ATL;9509
MSP;9510
MSP;9511
MSP;9512
SAT;9513
LAX;9514
OAK;9515
BWI;9516
ELP;9517
DEN;9518
DEN;9519
ORD;9520
ORD;9521
FLL;9522
FLL;9523
FLL;9524
EWR;9525
EWR;9526
EWR;9527
MSY;9528
MSY;9529
MSY;9530
CMH;9531
MDW;9532
CMH;9533
MDW;9534
DEN;9535
DEN;9536
DEN;9537
PHX;9538
ATL;9539
SLC;9540
PHX;9541
ATL;9542
SLC;9543
PHX;9544
ATL;9545
SLC;9546
MSP;9547
MSP;9548
MSP;9549
LAX;9550
LAX;9551
LAX;9552
BOS;9553
BOS;9554
BOS;9555
AUS;9556
AUS;9557
AUS;9558
MSY;9559
MSY;9560
MSY;9561
MSP;9562
MSP;9563
MSP;9564
MEM;9565
MEM;9566
MEM;9567
OMA;9568
LAS;9569
OMA;9570
LAS;9571
ORD;9572
ORD;9573
ORD;9574
SEA;9575
SEA;9576
SEA;9577
CLE;9578
CLE;9579
BWI;9580
BTV;9581
BWI;9582
BTV;9583
BWI;9584
BTV;9585
MEM;9586
MEM;9587
MEM;9588
AUS;9589
PHX;9590
AUS;9591
PHX;9592
AUS;9593
AUS;9594
BOS;9595
LAX;9596
LAX;9597
LAX;9598
BOS;9599
BOS;9600
BOS;9601
BWI;9602
LBB;9603
LAS;9604
LBB;9605
LBB;9606
DAL;9607
ORD;9608
PDX;9609
PDX;9610
PDX;9611
SEA;9612
SEA;9613
SEA;9614
MSY;9615
MSY;9616
MSY;9617
MSP;9618
MSP;9619
MEM;9620
MEM;9621
MEM;9622
SMF;9623
SMF;9624
ATL;9625
ATL;9626
SLC;9627
PHX;9628
SLC;9629
PHX;9630
DFW;9631
DFW;9632
DFW;9633
PNS;9634
PNS;9635
PNS;9636
MSP;9637
MSP;9638
MSP;9639
MEM;9640
MEM;9641
MEM;9642
TPA;9643
PVD;9644
TPA;9645
PVD;9646
AUS;9647
LAX;9648
LAX;9649
LAX;9650
SEA;9651
SEA;9652
FLL;9653
FLL;9654
FLL;9655
EWR;9656
EWR;9657
PNS;9658
PNS;9659
PNS;9660
LIT;9661
LIT;9662
LIT;9663
MEM;9664
MEM;9665
MEM;9666
BWI;9667
BWI;9668
IND;9669
SLC;9670
PHX;9671
PHX;9672
SLC;9673
PHX;9674
SLC;9675
LAX;9676
BWI;9677
BWI;9678
HOU;9679
PHX;9680
HOU;9681
PHX;9682
MCI;9683
MCI;9684
MCI;9685
PHX;9686
SLC;9687
PHX;9688
SLC;9689
PHX;9690
SLC;9691
SEA;9692
FLL;9693
FLL;9694
MSY;9695
MSY;9696
MSY;9697
VPS;9698
VPS;9699
VPS;9700
MEM;9701
MEM;9702
MEM;9703
SLC;9704
SEA;9705
SEA;9706
SEA;9707
LAX;9708
LAX;9709
LAX;9710
BOS;9711
BOS;9712
BOS;9713
DCA;9714
DCA;9715
DCA;9716
MSP;9717
MSP;9718
MSP;9719
LAS;9720
SLC;9721
BUR;9722
LAS;9723
SLC;9724
BUR;9725
RDU;9726
RDU;9727
RDU;9728
DFW;9729
DFW;9730
SEA;9731
SEA;9732
SEA;9733
BWI;9734
BWI;9735
BWI;9736
PDX;9737
PDX;9738
PDX;9739
DTW;9740
DTW;9741
DTW;9742
TPA;9743
RDU;9744
TPA;9745
RDU;9746
ORD;9747
ORD;9748
IND;9749
IND;9750
PHX;9751
IND;9752
CMH;9753
CMH;9754
CMH;9755
DFW;9756
DFW;9757
DFW;9758
LAX;9759
LAX;9760
LAX;9761
BOS;9762
BOS;9763
BOS;9764
SAT;9765
SAT;9766
MSY;9767
ATL;9768
MSY;9769
ATL;9770
MSY;9771
ATL;9772
DTW;9773
DTW;9774
DTW;9775
MDW;9776
MHT;9777
MDW;9778
MHT;9779
ORD;9780
ORD;9781
ORD;9782
SEA;9783
SEA;9784
SEA;9785
RSW;9786
RSW;9787
RSW;9788
MKE;9789
MKE;9790
MKE;9791
BUF;9792
PHX;9793
BUF;9794
ORD;9795
ORD;9796
ORD;9797
LAS;9798
LAS;9799
RDU;9800
RDU;9801
LAX;9802
LAX;9803
ATL;9804
ATL;9805
ATL;9806
SMF;9807
ORD;9808
ORD;9809
MSP;9810
MSP;9811
SFO;9812
SFO;9813
SFO;9814
SEA;9815
SEA;9816
IAH;9817
IAH;9818
IAH;9819
DTW;9820
DTW;9821
MDW;9822
MDW;9823
ORD;9824
ORD;9825
ORD;9826
LAX;9827
LAX;9828
LAX;9829
BOS;9830
BOS;9831
BOS;9832
ATL;9833
ATL;9834
ATL;9835
ATL;9836
ATL;9837
SAT;9838
LAX;9839
SAT;9840
LAX;9841
DEN;9842
DEN;9843
SEA;9844
SEA;9845
SEA;9846
DFW;9847
DFW;9848
DFW;9849
SEA;9850
SEA;9851
SEA;9852
MCO;9853
MCO;9854
MCO;9855
DTW;9856
DTW;9857
DTW;9858
MCI;9859
TPA;9860
IND;9861
MCI;9862
TPA;9863
IND;9864
DAL;9865
SFO;9866
SFO;9867
SFO;9868
LAX;9869
LAX;9870
LAX;9871
BWI;9872
BWI;9873
BWI;9874
DTW;9875
DTW;9876
DTW;9877
BUF;9878
BWI;9879
DEN;9880
BUF;9881
BWI;9882
DEN;9883
DEN;9884
DEN;9885
DEN;9886
SEA;9887
SEA;9888
SEA;9889
RSW;9890
RSW;9891
RSW;9892
SEA;9893
SEA;9894
SEA;9895
PHX;9896
JAX;9897
BHM;9898
LAS;9899
PHX;9900
BHM;9901
LAS;9902
SFO;9903
SFO;9904
SFO;9905
PHX;9906
SFO;9907
LAS;9908
PHX;9909
SFO;9910
LAS;9911
PHX;9912
SFO;9913
LAS;9914
LAX;9915
LAX;9916
LAX;9917
LAS;9918
LAS;9919
LAS;9920
BWI;9921
BWI;9922
BWI;9923
ATL;9924
ATL;9925
ATL;9926
PIT;9927
PIT;9928
SAN;9929
SAN;9930
SAN;9931
SFO;9932
LAS;9933
PHX;9934
SFO;9935
LAS;9936
PHX;9937
STL;9938
STL;9939
STL;9940
ORD;9941
ORD;9942
ORD;9943
SEA;9944
SEA;9945
SEA;9946
IAH;9947
IAH;9948
MCO;9949
MCO;9950
MCO;9951
DAL;9952
ABQ;9953
DAL;9954
ABQ;9955
PHL;9956
PHL;9957
PHL;9958
DFW;9959
DFW;9960
DFW;9961
LAX;9962
LAX;9963
LAX;9964
SJU;9965
SJU;9966
SJU;9967
CLT;9968
CLT;9969
CLT;9970
ISP;9971
ISP;9972
SAN;9973
SAN;9974
DEN;9975
DEN;9976
DEN;9977
LAS;9978
LAS;9979
ICT;9980
ICT;9981
ICT;9982
SEA;9983
SEA;9984
MCO;9985
MCO;9986
MCO;9987
DTW;9988
DTW;9989
DTW;9990
ONT;9991
LAS;9992
ONT;9993
LAS;9994
ROC;9995
ROC;9996
ROC;9997
ORD;9998
ORD;9999
BUR;10000
BUR;10001
BUR;10002
JAX;10003
JAX;10004
DFW;10005
DFW;10006
LAX;10007
LAX;10008
LAX;10009
BOS;10010
BOS;10011
SJU;10012
SJU;10013
SJU;10014
BWI;10015
ATL;10016
ATL;10017
ATL;10018
ABQ;10019
PHX;10020
ABQ;10021
PHX;10022
ORD;10023
ORD;10024
ORD;10025
SNA;10026
SNA;10027
LAS;10028
SFO;10029
LAS;10030
SFO;10031
LAS;10032
SEA;10033
SEA;10034
SEA;10035
EWR;10036
EWR;10037
EWR;10038
DTW;10039
BUF;10040
BUF;10041
PHX;10042
OAK;10043
ABQ;10044
BUR;10045
PHX;10046
OAK;10047
ABQ;10048
BUR;10049
ATL;10050
ATL;10051
ATL;10052
DFW;10053
DFW;10054
DFW;10055
LAX;10056
LAX;10057
LAX;10058
MIA;10059
OAK;10060
SFO;10061
SFO;10062
SFO;10063
DFW;10064
DFW;10065
DFW;10066
SEA;10067
SEA;10068
OAK;10069
OAK;10070
BWI;10071
BWI;10072
BWI;10073
DTW;10074
DTW;10075
DTW;10076
GRB;10077
GRB;10078
GRB;10079
OKC;10080
MCI;10081
MDW;10082
HOU;10083
OKC;10084
MCI;10085
MDW;10086
HOU;10087
GRR;10088
GRR;10089
GRR;10090
RDU;10091
RDU;10092
RDU;10093
LAX;10094
LAX;10095
BOS;10096
BOS;10097
BOS;10098
EWR;10099
EWR;10100
EWR;10101
BWI;10102
ATL;10103
ATL;10104
ATL;10105
MCO;10106
MCO;10107
ABQ;10108
ABQ;10109
ABQ;10110
SEA;10111
SEA;10112
SEA;10113
OAK;10114
OAK;10115
OAK;10116
BWI;10117
BWI;10118
BWI;10119
TPA;10120
TPA;10121
TPA;10122
FLL;10123
FLL;10124
DFW;10125
DFW;10126
DFW;10127
BUR;10128
LAX;10129
LAX;10130
LAX;10131
SFO;10132
SFO;10133
SFO;10134
MCO;10135
OAK;10136
LAX;10137
OAK;10138
LAX;10139
SEA;10140
SEA;10141
SEA;10142
DFW;10143
DFW;10144
DFW;10145
SEA;10146
SEA;10147
SAT;10148
SAT;10149
SAT;10150
TPA;10151
TPA;10152
TPA;10153
PDX;10154
SLC;10155
PDX;10156
TUL;10157
BUR;10158
PHX;10159
BUR;10160
PHX;10161
DFW;10162
DFW;10163
DFW;10164
SAT;10165
SAT;10166
SAN;10167
SAN;10168
SAN;10169
CLE;10170
CLE;10171
CLE;10172
MCO;10173
SJU;10174
MCO;10175
SJU;10176
MCO;10177
SJU;10178
BWI;10179
IND;10180
PHX;10181
SAN;10182
SJC;10183
BIL;10184
DFW;10185
DFW;10186
DFW;10187
SEA;10188
SEA;10189
SEA;10190
LGB;10191
LGB;10192
LAS;10193
LAS;10194
LAS;10195
SAT;10196
SAT;10197
MDW;10198
DEN;10199
DEN;10200
DFW;10201
DFW;10202
DFW;10203
IND;10204
IND;10205
IND;10206
SAN;10207
SAN;10208
SAN;10209
BOS;10210
BOS;10211
BOS;10212
BOS;10213
BOS;10214
MCI;10215
LAS;10216
MCI;10217
LAS;10218
SEA;10219
PHX;10220
ORD;10221
ORD;10222
ORD;10223
SFO;10224
SFO;10225
SFO;10226
SEA;10227
SEA;10228
SEA;10229
LAS;10230
LAS;10231
LAS;10232
EWR;10233
EWR;10234
EWR;10235
MSY;10236
PHL;10237
MCO;10238
MSY;10239
PHL;10240
MCO;10241
DAL;10242
DCA;10243
DCA;10244
DCA;10245
DEN;10246
DEN;10247
DEN;10248
MIA;10249
MIA;10250
MIA;10251
DFW;10252
DFW;10253
DFW;10254
SAN;10255
SAN;10256
SAN;10257
BOS;10258
BOS;10259
BOS;10260
CLE;10261
CLE;10262
CLE;10263
DTW;10264
DTW;10265
DTW;10266
SMF;10267
DEN;10268
SAN;10269
SMF;10270
DEN;10271
SAN;10272
SMF;10273
SMF;10274
TUL;10275
TUL;10276
TUL;10277
SEA;10278
SEA;10279
SEA;10280
EWR;10281
EWR;10282
EWR;10283
ROC;10284
ROC;10285
ROC;10286
MDW;10287
SEA;10288
MDW;10289
SEA;10290
PIT;10291
PIT;10292
PIT;10293
PHX;10294
DEN;10295
DEN;10296
PHX;10297
DEN;10298
ATL;10299
ATL;10300
ATL;10301
MCI;10302
TPA;10303
MCI;10304
ORD;10305
ORD;10306
ORD;10307
DFW;10308
DFW;10309
DFW;10310
IAH;10311
BWI;10312
PWM;10313
BWI;10314
PWM;10315
BWI;10316
PWM;10317
MDW;10318
MDW;10319
ORD;10320
ORD;10321
ORD;10322
PHX;10323
PHX;10324
DEN;10325
PHX;10326
DEN;10327
BOS;10328
BOS;10329
BOS;10330
BWI;10331
ATL;10332
BWI;10333
FLL;10334
MCO;10335
FLL;10336
MCO;10337
ORD;10338
ORD;10339
ORD;10340
DFW;10341
DFW;10342
SEA;10343
SEA;10344
LGB;10345
LGB;10346
LGB;10347
SJC;10348
SJC;10349
TPA;10350
BHM;10351
TPA;10352
SDF;10353
BHM;10354
DFW;10355
DFW;10356
DFW;10357
PHX;10358
DEN;10359
PHX;10360
DEN;10361
PHX;10362
DEN;10363
JAX;10364
JAX;10365
JAX;10366
DFW;10367
DFW;10368
CAK;10369
CAK;10370
CAK;10371
DTW;10372
DTW;10373
DTW;10374
STL;10375
PHX;10376
CLE;10377
SNA;10378
ORD;10379
ORD;10380
ORD;10381
DEN;10382
DEN;10383
DEN;10384
IAH;10385
IAH;10386
IAH;10387
ATL;10388
ATL;10389
ATL;10390
BUR;10391
RDU;10392
RDU;10393
RDU;10394
STL;10395
STL;10396
STL;10397
SAN;10398
SAN;10399
MCO;10400
MCO;10401
MCO;10402
CAK;10403
CAK;10404
CAK;10405
PWM;10406
BWI;10407
PWM;10408
BWI;10409
PWM;10410
BWI;10411
MCO;10412
BNA;10413
MDW;10414
MCO;10415
BNA;10416
MDW;10417
DEN;10418
DEN;10419
DEN;10420
DEN;10421
PHX;10422
DEN;10423
PHX;10424
BUR;10425
BUR;10426
BUR;10427
SEA;10428
SEA;10429
SEA;10430
EWR;10431
EWR;10432
EWR;10433
DEN;10434
DEN;10435
DEN;10436
ROC;10437
ROC;10438
ROC;10439
MSP;10440
MSP;10441
MSP;10442
IND;10443
IND;10444
OAK;10445
OKC;10446
LAS;10447
BUR;10448
DEN;10449
SAT;10450
PHL;10451
DAL;10452
OAK;10453
OKC;10454
LAS;10455
BUR;10456
DEN;10457
SAT;10458
PHL;10459
DAL;10460
ORD;10461
ORD;10462
DFW;10463
DFW;10464
DFW;10465
SAN;10466
SAN;10467
SAN;10468
BOS;10469
BOS;10470
BOS;10471
IAH;10472
IAH;10473
IAH;10474
SMF;10475
SEA;10476
ORD;10477
ORD;10478
ELP;10479
ELP;10480
DFW;10481
DFW;10482
SEA;10483
SEA;10484
LAX;10485
LAX;10486
LAX;10487
ELP;10488
AUS;10489
TUL;10490
PHX;10491
DAL;10492
ELP;10493
AUS;10494
TUL;10495
PHX;10496
DAL;10497
CMH;10498
CMH;10499
DCA;10500
DCA;10501
DCA;10502
IAH;10503
IAH;10504
IAH;10505
MSP;10506
MSP;10507
OAK;10508
ABQ;10509
DAL;10510
PDX;10511
GEG;10512
OAK;10513
ABQ;10514
DAL;10515
PDX;10516
GEG;10517
DEN;10518
DEN;10519
DEN;10520
TPA;10521
TPA;10522
TPA;10523
MIA;10524
MIA;10525
MIA;10526
SEA;10527
SEA;10528
SEA;10529
LAS;10530
LAS;10531
LAS;10532
DEN;10533
DEN;10534
DEN;10535
IND;10536
IND;10537
SAN;10538
SAN;10539
BDL;10540
BDL;10541
ORD;10542
ORD;10543
ORD;10544
JFK;10545
JFK;10546
JFK;10547
SAN;10548
SAN;10549
SAN;10550
BOS;10551
BOS;10552
BOS;10553
IAH;10554
IAH;10555
IAH;10556
SJU;10557
SJU;10558
PHL;10559
MSY;10560
BNA;10561
HOU;10562
IAD;10563
IAD;10564
IAD;10565
DEN;10566
DEN;10567
DEN;10568
JFK;10569
JFK;10570
LGA;10571
LGA;10572
BWI;10573
DTW;10574
SNA;10575
PHX;10576
BWI;10577
DTW;10578
SNA;10579
PHX;10580
IND;10581
IND;10582
IND;10583
IND;10584
PHX;10585
IND;10586
PHX;10587
IND;10588
IND;10589
IND;10590
MIA;10591
MIA;10592
MIA;10593
MDW;10594
MDW;10595
SAN;10596
SAN;10597
SAN;10598
SEA;10599
SEA;10600
SEA;10601
ATL;10602
ATL;10603
ATL;10604
IND;10605
IND;10606
IND;10607
SLC;10608
BOI;10609
MDW;10610
DEN;10611
DEN;10612
DEN;10613
AUS;10614
AUS;10615
SNA;10616
SNA;10617
SNA;10618
ATL;10619
ATL;10620
ATL;10621
LIH;10622
LIH;10623
LIH;10624
TPA;10625
CLE;10626
BNA;10627
TPA;10628
CLE;10629
BNA;10630
DEN;10631
DEN;10632
DEN;10633
DFW;10634
DFW;10635
DFW;10636
SEA;10637
SEA;10638
SEA;10639
EWR;10640
EWR;10641
HNL;10642
HNL;10643
HNL;10644
MDW;10645
RNO;10646
LAS;10647
MDW;10648
RNO;10649
LAS;10650
DEN;10651
DEN;10652
DEN;10653
PHX;10654
PHX;10655
MSY;10656
MSY;10657
MSY;10658
DFW;10659
DFW;10660
DFW;10661
SNA;10662
SNA;10663
SNA;10664
EWR;10665
EWR;10666
EWR;10667
DEN;10668
DEN;10669
DEN;10670
LAX;10671
SMF;10672
HOU;10673
MCO;10674
LAX;10675
SMF;10676
HOU;10677
MCO;10678
DEN;10679
DEN;10680
DFW;10681
DFW;10682
DFW;10683
SEA;10684
SEA;10685
SEA;10686
FLL;10687
FLL;10688
FLL;10689
JAX;10690
JAX;10691
BWI;10692
BWI;10693
BWI;10694
MKE;10695
MKE;10696
MKE;10697
DEN;10698
DEN;10699
BUF;10700
BUF;10701
BUF;10702
PHX;10703
PHX;10704
SNA;10705
SNA;10706
SNA;10707
EWR;10708
EWR;10709
EWR;10710
MIA;10711
MIA;10712
MIA;10713
LAX;10714
LAX;10715
LAX;10716
MCI;10717
BNA;10718
SAN;10719
DEN;10720
IAH;10721
IAH;10722
IAH;10723
SEA;10724
SEA;10725
SEA;10726
LAX;10727
LAX;10728
LGA;10729
LGA;10730
LGA;10731
OGG;10732
OGG;10733
OGG;10734
LGA;10735
LGA;10736
LGA;10737
PHX;10738
SMF;10739
ONT;10740
PHX;10741
SMF;10742
ONT;10743
BTV;10744
BTV;10745
BTV;10746
SNA;10747
SNA;10748
SNA;10749
LIH;10750
LIH;10751
LIH;10752
DAL;10753
MCI;10754
AUS;10755
MDW;10756
PHL;10757
LAS;10758
DAL;10759
MCI;10760
AUS;10761
MDW;10762
PHL;10763
LAS;10764
SEA;10765
SEA;10766
DFW;10767
DFW;10768
DFW;10769
FLL;10770
FLL;10771
FLL;10772
LGA;10773
LGA;10774
LGA;10775
MSY;10776
PHX;10777
OAK;10778
SEA;10779
SEA;10780
EWR;10781
EWR;10782
EWR;10783
EWR;10784
EWR;10785
EWR;10786
DEN;10787
DEN;10788
DEN;10789
ATL;10790
ATL;10791
ATL;10792
MSP;10793
SAT;10794
IAD;10795
PHX;10796
ELP;10797
MDW;10798
SAT;10799
IAD;10800
PHX;10801
ELP;10802
MDW;10803
SNA;10804
SNA;10805
SNA;10806
OMA;10807
PHX;10808
OMA;10809
COS;10810
COS;10811
COS;10812
DFW;10813
DFW;10814
SEA;10815
SEA;10816
SEA;10817
FLL;10818
FLL;10819
FLL;10820
MFE;10821
MFE;10822
LGA;10823
MSP;10824
MSP;10825
MSP;10826
MDW;10827
MCI;10828
MDT;10829
MDT;10830
MDT;10831
SNA;10832
SNA;10833
SNA;10834
LIH;10835
LIH;10836
LIH;10837
RDU;10838
SJU;10839
SJU;10840
SJU;10841
SEA;10842
SEA;10843
MKE;10844
LGA;10845
MKE;10846
LGA;10847
MKE;10848
LGA;10849
HNL;10850
HNL;10851
HNL;10852
LGA;10853
LGA;10854
SJC;10855
BUR;10856
LAS;10857
SJC;10858
BUR;10859
LAS;10860
ORD;10861
ORD;10862
SNA;10863
SNA;10864
SNA;10865
HNL;10866
HNL;10867
HNL;10868
MSP;10869
MSP;10870
MSP;10871
ONT;10872
ONT;10873
SMF;10874
SMF;10875
SMF;10876
STL;10877
STL;10878
SEA;10879
SEA;10880
LGA;10881
LGA;10882
DEN;10883
LGA;10884
OGG;10885
OGG;10886
OGG;10887
LGA;10888
LGA;10889
LGA;10890
MHT;10891
ATL;10892
ORF;10893
ORF;10894
ORF;10895
DFW;10896
DFW;10897
DFW;10898
SNA;10899
SNA;10900
MSY;10901
MSY;10902
MSY;10903
ISP;10904
DEN;10905
OMA;10906
PHX;10907
OMA;10908
PHX;10909
DFW;10910
DFW;10911
DFW;10912
SEA;10913
SEA;10914
SEA;10915
MFE;10916
MFE;10917
ISP;10918
ISP;10919
BWI;10920
JFK;10921
JFK;10922
JFK;10923
SNA;10924
SNA;10925
MSP;10926
MSP;10927
DAL;10928
SEA;10929
AMA;10930
AUS;10931
PHX;10932
DSM;10933
DSM;10934
OGG;10935
OGG;10936
OGG;10937
SAN;10938
ABQ;10939
MDW;10940
DAL;10941
MCI;10942
RNO;10943
BDL;10944
BDL;10945
BDL;10946
BUR;10947
BUR;10948
BUR;10949
EWR;10950
EWR;10951
EWR;10952
ATL;10953
ATL;10954
PHX;10955
SJC;10956
DEN;10957
DEN;10958
DEN;10959
LAX;10960
LAX;10961
MCO;10962
MCO;10963
MCO;10964
IAH;10965
IAH;10966
IAH;10967
MSY;10968
BWI;10969
MCO;10970
MSY;10971
BWI;10972
MCO;10973
SFO;10974
SFO;10975
RNO;10976
PHX;10977
RNO;10978
PHX;10979
RNO;10980
PHX;10981
DFW;10982
DFW;10983
BUR;10984
BUR;10985
BUR;10986
EWR;10987
EWR;10988
EWR;10989
IAH;10990
IAH;10991
IAH;10992
MEM;10993
MEM;10994
MEM;10995
BWI;10996
DEN;10997
DEN;10998
DEN;10999
PHX;11000
PHX;11001
ELP;11002
ELP;11003
ELP;11004
DFW;11005
DFW;11006
DFW;11007
SEA;11008
SEA;11009
SEA;11010
MCO;11011
MCO;11012
MCO;11013
ATL;11014
ATL;11015
ATL;11016
BUR;11017
BUR;11018
BOS;11019
BOS;11020
BOS;11021
DTW;11022
DTW;11023
EWR;11024
EWR;11025
EWR;11026
EWR;11027
EWR;11028
EWR;11029
PIT;11030
PIT;11031
PIT;11032
HNL;11033
HNL;11034
HNL;11035
OKC;11036
BWI;11037
DAL;11038
OKC;11039
BWI;11040
DAL;11041
SFO;11042
SEA;11043
SEA;11044
MCO;11045
MCO;11046
MCO;11047
CLE;11048
CLE;11049
CLE;11050
MEM;11051
MEM;11052
MEM;11053
LGA;11054
LGA;11055
LGA;11056
DEN;11057
DEN;11058
DEN;11059
DEN;11060
DEN;11061
DCA;11062
DCA;11063
DCA;11064
BUR;11065
BUR;11066
BWI;11067
BWI;11068
ATL;11069
ATL;11070
ATL;11071
DTW;11072
DTW;11073
ORF;11074
LAS;11075
ORF;11076
LAS;11077
ORD;11078
ORD;11079
ORD;11080
SEA;11081
SEA;11082
MCO;11083
PHX;11084
PHX;11085
PHX;11086
ATL;11087
ATL;11088
ATL;11089
OGG;11090
OGG;11091
OGG;11092
LGA;11093
LGA;11094
LGA;11095
DEN;11096
BOS;11097
BOS;11098
PHX;11099
RNO;11100
PHX;11101
RNO;11102
TPA;11103
TPA;11104
TPA;11105
BUR;11106
BUR;11107
DEN;11108
DEN;11109
DEN;11110
MEM;11111
MEM;11112
MEM;11113
HNL;11114
HNL;11115
HNL;11116
DTW;11117
DTW;11118
DTW;11119
PHX;11120
LAS;11121
PHX;11122
LAS;11123
IAD;11124
IAD;11125
DFW;11126
DFW;11127
DFW;11128
SEA;11129
SEA;11130
SEA;11131
EWR;11132
EWR;11133
MEM;11134
MEM;11135
MEM;11136
LGA;11137
LGA;11138
LGA;11139
OAK;11140
MSP;11141
MSP;11142
ONT;11143
ONT;11144
ATL;11145
ATL;11146
ATL;11147
MDW;11148
MDW;11149
MDW;11150
PHX;11151
PHX;11152
PHX;11153
GRR;11154
GRR;11155
DTW;11156
MDW;11157
MDW;11158
BWI;11159
STL;11160
STL;11161
STL;11162
SEA;11163
SEA;11164
SEA;11165
ATL;11166
ATL;11167
ATL;11168
LGA;11169
RNO;11170
LAS;11171
RNO;11172
LAS;11173
ORD;11174
ORD;11175
ORD;11176
BOS;11177
BOS;11178
BOS;11179
SAN;11180
SAN;11181
LAS;11182
SAN;11183
LAS;11184
LGA;11185
LGA;11186
LGA;11187
ATL;11188
DEN;11189
DEN;11190
DEN;11191
ATL;11192
ATL;11193
ATL;11194
DTW;11195
DTW;11196
PHX;11197
MDW;11198
ONT;11199
PHX;11200
MDW;11201
ONT;11202
ORD;11203
ORD;11204
PHX;11205
PHX;11206
SAN;11207
SAN;11208
DFW;11209
DFW;11210
DEN;11211
MDW;11212
MDW;11213
DEN;11214
MDW;11215
DEN;11216
MCO;11217
MCO;11218
LGA;11219
LGA;11220
LGA;11221
DTW;11222
DTW;11223
DTW;11224
OAK;11225
OAK;11226
ORD;11227
ORD;11228
ORD;11229
BOS;11230
ONT;11231
ONT;11232
ONT;11233
EWR;11234
EWR;11235
EWR;11236
EWR;11237
EWR;11238
