id;desvionum;wheelson;wheelsoff
9511;0;1546;1358
9512;0;1547;1348
9513;0;1112;837
9514;0;1324;1248
9515;0;1521;1421
9516;0;751;646
9517;0;1204;1150
9518;0;716;706
9519;0;717;706
9520;0;2041;1955
9521;0;1927;1853
9522;0;1010;708
9523;0;1004;712
9524;0;1016;716
9525;0;2009;1158
9526;0;1951;1204
9527;0;2121;1311
9528;0;1612;1600
9529;0;1614;1607
9530;0;1707;1654
9531;0;1343;1158
9532;0;1102;615
9533;0;1404;1214
9534;0;1130;622
9535;0;1130;837
9536;0;1159;902
9537;0;1505;1209
9538;0;1240;1207
9539;0;1031;945
9540;0;1608;1352
9541;0;1221;1145
9542;0;1016;937
9543;0;1607;1355
9544;0;1238;1151
9545;0;1036;952
9546;0;1604;1356
9547;0;1226;1019
9548;0;1310;1108
9549;0;1312;1054
9550;0;2321;2116
9551;0;2340;2133
9552;0;2355;2141
9553;0;1040;800
9554;0;1029;756
9555;0;1028;758
9556;0;1809;1521
9557;0;1749;1507
9558;0;1932;1704
9559;0;2226;2224
9560;0;2119;2112
9561;0;2120;2111
9562;0;1036;850
9563;0;1025;835
9564;0;1146;952
9565;0;715;611
9566;0;726;618
9567;0;720;607
9568;0;147;2125
9569;0;2046;1956
9570;0;38;2016
9571;0;1933;1842
9572;0;1800;1704
9573;0;2021;1934
9574;0;2017;1934
9575;0;1104;849
9576;0;1046;842
9577;0;1109;900
9578;0;813;656
9579;0;755;637
9580;0;1004;840
9581;0;1154;1058
9582;0;958;836
9583;0;1158;1056
9584;0;956;839
9585;0;1157;1058
9586;0;1318;1149
9587;0;1322;1150
9588;0;1301;1133
9589;0;2327;1930
9590;0;1826;1649
9591;0;2312;1911
9592;0;1821;1645
9593;0;2219;1935
9594;0;2225;1937
9595;0;;
9596;0;922;717
9597;0;937;717
9598;0;1015;734
9599;0;1353;1115
9600;0;1357;1112
9601;0;1346;1124
9602;0;810;657
9603;0;1044;954
9604;0;1107;1119
9605;0;1040;951
9606;0;1040;954
9607;0;910;651
9608;0;945;949
9609;0;1419;1237
9610;0;1409;1233
9611;0;1419;1242
9612;0;1215;955
9613;0;1144;940
9614;0;1149;941
9615;0;1831;1820
9616;0;1819;1810
9617;0;1823;1811
9618;0;842;801
9619;0;856;812
9620;0;1203;1034
9621;0;1207;1035
9622;0;1155;1032
9623;0;2124;2025
9624;0;2126;2028
9625;0;1311;1040
9626;0;1309;1043
9627;0;2238;2025
9628;0;1841;1743
9629;0;2252;2043
9630;0;1852;1738
9631;0;1111;613
9632;0;1107;608
9633;0;1140;639
9634;0;2205;2219
9635;0;2153;2209
9636;0;2159;2213
9637;0;1554;1406
9638;0;1604;1409
9639;0;1616;1415
9640;0;1222;1123
9641;0;1226;1126
9642;0;1222;1120
9643;0;1156;1120
9644;0;1500;1236
9645;0;1210;1132
9646;0;1500;1245
9647;0;2044;1800
9648;0;1714;1533
9649;0;1723;1536
9650;0;1701;1520
9651;0;1250;1044
9652;0;1249;1043
9653;0;1621;1310
9654;0;1600;1309
9655;0;1622;1312
9656;0;2242;2041
9657;0;2222;2003
9658;0;1713;1722
9659;0;1711;1719
9660;0;1721;1723
9661;0;1038;1011
9662;0;1035;1010
9663;0;1047;1013
9664;0;836;703
9665;0;833;701
9666;0;834;701
9667;0;2254;2141
9668;0;2253;2137
9669;0;1931;1757
9670;0;1837;1625
9671;0;1507;1411
9672;0;1529;1529
9673;0;1917;1704
9674;0;1530;1528
9675;0;1916;1706
9676;0;1025;812
9677;0;1756;1655
9678;0;1740;1651
9679;0;1551;1140
9680;0;1046;956
9681;0;1637;1225
9682;0;1146;1056
9683;0;1318;1216
9684;0;1326;1215
9685;0;1322;1219
9686;0;810;738
9687;0;1241;1024
9688;0;843;742
9689;0;1248;1039
9690;0;851;739
9691;0;1238;1028
9692;0;1352;1142
9693;0;2202;1855
9694;0;2244;1951
9695;0;1352;1343
9696;0;1349;1344
9697;0;1418;1403
9698;0;2056;1957
9699;0;2103;2007
9700;0;2101;2006
9701;0;1815;1650
9702;0;1830;1653
9703;0;1824;1655
9704;0;932;710
9705;0;827;616
9706;0;902;651
9707;0;915;704
9708;0;1134;921
9709;0;1145;928
9710;0;1131;914
9711;0;2006;1732
9712;0;1940;1706
9713;0;1944;1719
9714;0;1644;1324
9715;0;1646;1323
9716;0;1654;1319
9717;0;2027;1841
9718;0;2035;1850
9719;0;2040;1848
9720;0;1127;1042
9721;0;1427;1230
9722;0;1003;914
9723;0;1134;1052
9724;0;1425;1230
9725;0;1014;924
9726;0;1355;1309
9727;0;1340;1256
9728;0;1400;1304
9729;0;1716;1447
9730;0;1646;1427
9731;0;1454;1243
9732;0;1502;1255
9733;0;1451;1249
9734;0;2001;1821
9735;0;1954;1815
9736;0;1951;1815
9737;0;1116;945
9738;0;1121;947
9739;0;1116;953
9740;0;735;613
9741;0;742;618
9742;0;753;627
9743;0;1953;1917
9744;0;2210;2049
9745;0;1941;1903
9746;0;2353;2238
9747;0;1113;1017
9748;0;1204;1107
9749;0;1639;1037
9750;0;1619;1025
9751;0;927;835
9752;0;1648;1038
9753;0;1155;903
9754;0;1148;853
9755;0;1230;930
9756;0;742;632
9757;0;746;633
9758;0;747;633
9759;0;1351;1137
9760;0;1230;1018
9761;0;1238;1018
9762;0;1622;1350
9763;0;1549;1306
9764;0;1545;1319
9765;0;2228;1951
9766;0;2233;1941
9767;0;918;905
9768;0;743;609
9769;0;904;857
9770;0;722;601
9771;0;906;854
9772;0;745;611
9773;0;1504;837
9774;0;1542;902
9775;0;1529;839
9776;0;1139;643
9777;0;1509;1234
9778;0;1208;657
9779;0;1532;1251
9780;0;1536;1605
9781;0;1716;1709
9782;0;1641;1714
9783;0;1726;1512
9784;0;1605;1359
9785;0;1545;1339
9786;0;1523;1208
9787;0;1518;1214
9788;0;1543;1213
9789;0;;
9790;0;927;850
9791;0;1222;1148
9792;0;1724;1051
9793;0;1001;908
9794;0;1802;1105
9795;0;1220;709
9796;0;1228;715
9797;0;1259;724
9798;0;2107;1958
9799;0;2100;1952
9800;0;2318;2050
9801;0;2359;2135
9802;0;1320;1110
9803;0;1351;1140
9804;0;;
9805;0;1248;1012
9806;0;1552;1323
9807;0;937;824
9808;0;2159;2143
9809;0;1957;1946
9810;0;2321;2228
9811;0;2258;2153
9812;0;1857;1750
9813;0;1912;1806
9814;0;1931;1819
9815;0;1651;1439
9816;0;1644;1444
9817;0;754;543
9818;0;753;539
9819;0;803;540
9820;0;1219;1056
9821;0;1217;1046
9822;0;1;1820
9823;0;2351;1803
9824;0;1900;1401
9825;0;2015;1500
9826;0;1915;1338
9827;0;1423;1212
9828;0;1439;1220
9829;0;1440;1223
9830;0;1103;826
9831;0;1057;819
9832;0;1048;818
9833;0;1641;1439
9834;0;1632;1431
9835;0;1711;1505
9836;0;2117;1932
9837;0;2043;1910
9838;0;52;2019
9839;0;1939;1837
9840;0;4;1934
9841;0;1846;1742
9842;0;1929;1721
9843;0;1923;1735
9844;0;1307;1112
9845;0;1340;1152
9846;0;1245;1104
9847;0;955;810
9848;0;1028;848
9849;0;936;755
9850;0;1744;1531
9851;0;1750;1544
9852;0;1756;1549
9853;0;1110;913
9854;0;1043;854
9855;0;1057;855
9856;0;1405;1236
9857;0;1402;1228
9858;0;1400;1230
9859;0;942;833
9860;0;1506;1310
9861;0;1218;1023
9862;0;957;841
9863;0;1517;1322
9864;0;1245;1037
9865;0;802;715
9866;0;1045;946
9867;0;1045;942
9868;0;1315;1209
9869;0;1527;1316
9870;0;1532;1314
9871;0;1528;1306
9872;0;1114;932
9873;0;1110;925
9874;0;1102;925
9875;0;1201;1011
9876;0;1202;1013
9877;0;1209;1015
9878;0;2029;1936
9879;0;1847;1402
9880;0;1250;943
9881;0;2018;1938
9882;0;1904;1357
9883;0;1309;1006
9884;0;1658;1515
9885;0;1708;1501
9886;0;1627;1505
9887;0;1847;1638
9888;0;1851;1642
9889;0;1846;1642
9890;0;2056;1729
9891;0;2005;1646
9892;0;1953;1625
9893;0;2319;2104
9894;0;2325;2110
9895;0;2327;2110
9896;0;1432;1309
9897;0;1143;1054
9898;0;1216;1217
9899;0;1629;1549
9900;0;1442;1310
9901;0;1217;1215
9902;0;1645;1600
9903;0;1406;1305
9904;0;1401;1255
9905;0;;
9906;0;848;807
9907;0;1326;1224
9908;0;1109;1025
9909;0;905;807
9910;0;1341;1237
9911;0;1104;1020
9912;0;851;810
9913;0;1402;1259
9914;0;1115;1030
9915;0;1625;1414
9916;0;1641;1425
9917;0;1646;1425
9918;0;2108;1918
9919;0;2108;1856
9920;0;2049;1854
9921;0;1700;1525
9922;0;1509;1325
9923;0;1542;1406
9924;0;1707;1530
9925;0;1722;1537
9926;0;1701;1524
9927;0;2029;1938
9928;0;2020;1933
9929;0;1406;1226
9930;0;1357;1203
9931;0;1359;1224
9932;0;2017;1911
9933;0;1756;1713
9934;0;1527;1531
9935;0;2005;1902
9936;0;1744;1659
9937;0;1523;1527
9938;0;1031;950
9939;0;1034;947
9940;0;1048;1000
9941;0;830;742
9942;0;835;738
9943;0;905;811
9944;0;1954;1740
9945;0;1937;1731
9946;0;1959;1754
9947;0;1909;1806
9948;0;1911;1811
9949;0;1438;1241
9950;0;1225;1035
9951;0;1303;1048
9952;0;2158;1941
9953;0;1857;1529
9954;0;2227;2006
9955;0;1930;1601
9956;0;2354;2126
9957;0;46;2225
9958;0;219;2346
9959;0;1631;1152
9960;0;1653;1155
9961;0;1654;1200
9962;0;1719;1508
9963;0;1828;1614
9964;0;1741;1523
9965;0;1057;740
9966;0;1038;720
9967;0;1031;718
9968;0;1000;853
9969;0;949;852
9970;0;1001;850
9971;0;1124;836
9972;0;1126;839
9973;0;920;826
9974;0;1154;1051
9975;0;712;702
9976;0;734;710
9977;0;701;653
9978;0;1702;1552
9979;0;1650;1543
9980;0;1052;955
9981;0;1056;1001
9982;0;1051;954
9983;0;2149;1937
9984;0;2146;1941
9985;0;1942;1740
9986;0;2211;2020
9987;0;1715;1509
9988;0;1949;1822
9989;0;2000;1830
9990;0;2021;1853
9991;0;1442;1408
9992;0;1313;1052
9993;0;1435;1401
9994;0;1256;1108
9995;0;1532;1321
9996;0;1522;1315
9997;0;1539;1320
9998;0;1155;625
9999;0;1154;625
10000;0;1134;1033
10001;0;1134;1030
10002;0;1233;1125
10003;0;1136;846
10004;0;1219;932
10005;0;734;644
10006;0;739;644
10007;0;1819;1606
10008;0;1834;1616
10009;0;1835;1617
10010;0;1834;1050
10011;0;1925;1105
10012;0;1742;1423
10013;0;1752;1400
10014;0;1731;1420
10015;0;1500;1249
10016;0;1924;1747
10017;0;1937;1750
10018;0;1916;1734
10019;0;2151;2000
10020;0;1909;1734
10021;0;2149;2002
10022;0;1928;1748
10023;0;1901;1822
10024;0;1844;1758
10025;0;1846;1808
10026;0;2203;2013
10027;0;2136;1957
10028;0;1149;1006
10029;0;1445;1342
10030;0;1159;1003
10031;0;1440;1337
10032;0;1208;1009
10033;0;2252;2042
10034;0;2254;2050
10035;0;2251;2046
10036;0;2040;1856
10037;0;1925;1746
10038;0;2022;1850
10039;0;832;712
10040;0;1102;1022
10041;0;1103;1017
10042;0;950;954
10043;0;1324;1237
10044;0;901;817
10045;0;1152;1046
10046;0;948;954
10047;0;1335;1246
10048;0;910;821
10049;0;1201;1051
10050;0;1630;1355
10051;0;1623;1347
10052;0;1627;1354
10053;0;;
10054;0;1249;1203
10055;0;1234;1151
10056;0;;
10057;0;1937;1720
10058;0;1933;1711
10059;0;1140;929
10060;0;1802;1714
10061;0;2026;1850
10062;0;2029;1847
10063;0;2040;1853
10064;0;1117;922
10065;0;1105;915
10066;0;1126;929
10067;0;110;2309
10068;0;50;2241
10069;0;1214;913
10070;0;1128;838
10071;0;1346;1154
10072;0;1322;1133
10073;0;1329;1150
10074;0;1051;922
10075;0;1106;921
10076;0;1049;919
10077;0;1232;1239
10078;0;1252;1255
10079;0;1230;1236
10080;0;1852;1805
10081;0;1716;1604
10082;0;1506;1337
10083;0;2028;1925
10084;0;1812;1726
10085;0;1642;1543
10086;0;1453;1344
10087;0;1959;1857
10088;0;1514;1345
10089;0;1515;1348
10090;0;1616;1449
10091;0;1251;1025
10092;0;1227;1008
10093;0;1255;1021
10094;0;2035;1816
10095;0;2029;1806
10096;0;703;2301
10097;0;713;2300
10098;0;722;2253
10099;0;1539;1210
10100;0;1622;1218
10101;0;1613;1203
10102;0;1700;1524
10103;0;1124;937
10104;0;1113;933
10105;0;1109;932
10106;0;2008;1737
10107;0;1958;1707
10108;0;1537;1509
10109;0;1459;1442
10110;0;1511;1450
10111;0;857;647
10112;0;909;659
10113;0;851;641
10114;0;2302;1955
10115;0;2328;2020
10116;0;2212;1932
10117;0;2207;2054
10118;0;2226;2105
10119;0;2220;2105
10120;0;1322;1100
10121;0;1257;1043
10122;0;1307;1052
10123;0;2217;2007
10124;0;2228;2004
10125;0;1836;1337
10126;0;1610;1109
10127;0;1617;1112
10128;0;1710;1611
10129;0;2120;1909
10130;0;2207;1952
10131;0;2128;1912
10132;0;1415;1245
10133;0;1253;1122
10134;0;1314;1135
10135;0;1841;1629
10136;0;2314;2225
10137;0;2120;2013
10138;0;2231;2143
10139;0;2059;1949
10140;0;2033;1858
10141;0;2059;1932
10142;0;2110;1938
10143;0;1325;1143
10144;0;1322;1151
10145;0;1329;1148
10146;0;1000;746
10147;0;951;739
10148;0;2034;2000
10149;0;2016;1941
10150;0;2040;2006
10151;0;2358;2147
10152;0;2351;2135
10153;0;2347;2136
10154;0;906;830
10155;0;809;701
10156;0;915;843
10157;0;1551;1348
10158;0;2113;2010
10159;0;1856;1730
10160;0;2122;2015
10161;0;1858;1735
10162;0;2100;1840
10163;0;2109;1845
10164;0;2151;1926
10165;0;2337;2256
10166;0;2340;2256
10167;0;1143;919
10168;0;1145;916
10169;0;1206;938
10170;0;1804;1124
10171;0;1719;1100
10172;0;1756;1118
10173;0;1152;952
10174;0;1519;1255
10175;0;902;708
10176;0;1230;1004
10177;0;905;702
10178;0;1227;1002
10179;0;755;646
10180;0;1007;840
10181;0;1103;1047
10182;0;1236;1148
10183;0;1435;1337
10184;0;1932;1816
10185;0;1545;1444
10186;0;1546;1501
10187;0;1558;1454
10188;0;1303;1041
10189;0;1248;1031
10190;0;1318;1100
10191;0;1140;848
10192;0;1133;849
10193;0;957;901
10194;0;1026;906
10195;0;1019;936
10196;0;1153;921
10197;0;1142;924
10198;0;826;747
10199;0;2207;1900
10200;0;2158;1901
10201;0;923;708
10202;0;929;710
10203;0;955;734
10204;0;1451;1206
10205;0;1335;1055
10206;0;1341;1056
10207;0;1741;1522
10208;0;1756;1525
10209;0;1752;1514
10210;0;1614;830
10211;0;1555;742
10212;0;1704;1309
10213;0;1659;1254
10214;0;1706;1303
10215;0;114;2054
10216;0;1920;1812
10217;0;40;2019
10218;0;1920;1813
10219;0;1210;1031
10220;0;639;608
10221;0;919;834
10222;0;925;840
10223;0;919;843
10224;0;1242;1039
10225;0;1252;1034
10226;0;1351;1152
10227;0;1511;1249
10228;0;1505;1247
10229;0;1521;1304
10230;0;2227;2000
10231;0;2217;1958
10232;0;2204;1959
10233;0;2221;1854
10234;0;2235;1905
10235;0;2239;1846
10236;0;1058;956
10237;0;1659;1450
10238;0;1353;1138
10239;0;1051;953
10240;0;1701;1500
10241;0;1350;1135
10242;0;910;832
10243;0;1553;1058
10244;0;1544;1101
10245;0;1627;1123
10246;0;946;639
10247;0;935;635
10248;0;936;639
10249;0;1934;1621
10250;0;1922;1612
10251;0;1939;1625
10252;0;1501;1419
10253;0;1439;1359
10254;0;1512;1420
10255;0;1346;1118
10256;0;1341;1109
10257;0;1338;1111
10258;0;718;2359
10259;0;722;2346
10260;0;810;2355
10261;0;1529;1311
10262;0;1516;1256
10263;0;1529;1315
10264;0;1737;1532
10265;0;1746;1536
10266;0;1740;1539
10267;0;1528;1422
10268;0;2100;1802
10269;0;1719;1609
10270;0;1527;1418
10271;0;2103;1807
10272;0;1716;1605
10273;0;2256;2151
10274;0;2309;2210
10275;0;2214;2053
10276;0;2351;2221
10277;0;2319;2201
10278;0;1702;1442
10279;0;1651;1437
10280;0;1651;1434
10281;0;1615;824
10282;0;1556;831
10283;0;1702;849
10284;0;1325;1239
10285;0;1326;1239
10286;0;1326;1240
10287;0;1916;1832
10288;0;2216;2006
10289;0;1944;1913
10290;0;2226;2023
10291;0;1110;906
10292;0;1054;856
10293;0;1135;929
10294;0;734;526
10295;0;1123;858
10296;0;1125;859
10297;0;740;523
10298;0;1125;857
10299;0;842;651
10300;0;839;646
10301;0;849;659
10302;0;930;802
10303;0;720;643
10304;0;944;800
10305;0;1204;1115
10306;0;1237;1137
10307;0;1226;1122
10308;0;1844;1718
10309;0;1850;1713
10310;0;1847;1717
10311;0;2200;2050
10312;0;1524;1359
10313;0;1711;1605
10314;0;1520;1400
10315;0;1707;1607
10316;0;1528;1415
10317;0;1716;1615
10318;0;2301;2120
10319;0;2303;2120
10320;0;918;737
10321;0;900;739
10322;0;912;739
10323;0;1038;831
10324;0;1102;844
10325;0;1458;1230
10326;0;1034;823
10327;0;1441;1212
10328;0;445;2058
10329;0;456;2104
10330;0;518;2057
10331;0;1711;1602
10332;0;1949;1816
10333;0;1742;1629
10334;0;2214;2135
10335;0;2035;1858
10336;0;2226;2150
10337;0;2116;1924
10338;0;651;702
10339;0;852;858
10340;0;813;825
10341;0;2132;2045
10342;0;2135;2044
10343;0;2110;1854
10344;0;2054;1841
10345;0;2130;1832
10346;0;2032;1738
10347;0;2004;1732
10348;0;1300;1137
10349;0;1245;1110
10350;0;1146;939
10351;0;854;905
10352;0;1148;945
10353;0;839;651
10354;0;910;918
10355;0;1545;1319
10356;0;1524;1250
10357;0;1451;1225
10358;0;1452;1236
10359;0;1857;1635
10360;0;1344;1132
10361;0;1825;1602
10362;0;1348;1131
10363;0;1734;1512
10364;0;1457;1207
10365;0;1505;1208
10366;0;1457;1210
10367;0;1047;1004
10368;0;1044;959
10369;0;2333;1914
10370;0;2333;1912
10371;0;2341;1902
10372;0;1153;951
10373;0;1300;1050
10374;0;1155;954
10375;0;1425;943
10376;0;845;715
10377;0;1731;1515
10378;0;927;834
10379;0;1422;1343
10380;0;1448;1401
10381;0;1505;1421
10382;0;1828;1616
10383;0;1937;1723
10384;0;1919;1729
10385;0;1852;1721
10386;0;1838;1720
10387;0;1845;1723
10388;0;2101;1828
10389;0;2055;1829
10390;0;2110;1843
10391;0;2112;2023
10392;0;1540;1310
10393;0;1543;1313
10394;0;1845;1609
10395;0;1857;1735
10396;0;1801;1650
10397;0;1854;1729
10398;0;2140;1915
10399;0;2137;1908
10400;0;1503;1233
10401;0;1443;1229
10402;0;1450;1221
10403;0;1525;1053
10404;0;1453;1036
10405;0;1530;1051
10406;0;2158;2057
10407;0;2005;1823
10408;0;2156;2057
10409;0;1953;1808
10410;0;2204;2058
10411;0;2005;1825
10412;0;1728;1501
10413;0;1417;1319
10414;0;1223;653
10415;0;1742;1515
10416;0;1437;1340
10417;0;1253;702
10418;0;712;701
10419;0;731;704
10420;0;657;646
10421;0;2138;1913
10422;0;1750;1614
10423;0;2141;1916
10424;0;1757;1623
10425;0;1147;1104
10426;0;1202;1109
10427;0;1206;1114
10428;0;912;648
10429;0;855;637
10430;0;900;642
10431;0;1818;1619
10432;0;1820;1611
10433;0;1932;1731
10434;0;1710;1612
10435;0;1715;1559
10436;0;1717;1632
10437;0;2151;2104
10438;0;2200;2111
10439;0;2152;2104
10440;0;1201;1059
10441;0;1235;1113
10442;0;1208;1100
10443;0;1555;1347
10444;0;1557;1346
10445;0;2231;2145
10446;0;1659;1626
10447;0;1912;1845
10448;0;2103;2024
10449;0;1756;1736
10450;0;1409;1135
10451;0;1038;945
10452;0;1536;1451
10453;0;2235;2147
10454;0;1710;1637
10455;0;1908;1843
10456;0;2109;2026
10457;0;1754;1740
10458;0;1407;1142
10459;0;1040;945
10460;0;1559;1510
10461;0;758;659
10462;0;656;606
10463;0;1925;1711
10464;0;1940;1720
10465;0;1936;1716
10466;0;930;719
10467;0;936;711
10468;0;958;719
10469;0;1500;940
10470;0;1438;939
10471;0;1502;934
10472;0;1712;1221
10473;0;1719;1219
10474;0;1722;1223
10475;0;1136;1027
10476;0;1333;1212
10477;0;538;606
10478;0;528;601
10479;0;2241;2225
10480;0;2222;2211
10481;0;2115;1930
10482;0;2114;1944
10483;0;1048;833
10484;0;1058;844
10485;0;905;808
10486;0;854;800
10487;0;845;749
10488;0;2136;2121
10489;0;2044;2010
10490;0;1808;1411
10491;0;1324;1236
10492;0;1932;1848
10493;0;2157;2145
10494;0;2114;2039
10495;0;1844;1442
10496;0;1346;1255
10497;0;2002;1923
10498;0;1612;1425
10499;0;1606;1415
10500;0;855;631
10501;0;842;629
10502;0;914;640
10503;0;1630;1153
10504;0;1643;1158
10505;0;1643;1201
10506;0;1229;1150
10507;0;1206;1141
10508;0;1429;1329
10509;0;1248;1223
10510;0;1133;1022
10511;0;1648;1534
10512;0;1822;1741
10513;0;1436;1335
10514;0;1244;1219
10515;0;1128;1025
10516;0;1652;1540
10517;0;1822;1741
10518;0;657;625
10519;0;717;628
10520;0;659;623
10521;0;119;46
10522;0;2345;2307
10523;0;2334;2258
10524;0;2345;2108
10525;0;2124;1911
10526;0;2143;1911
10527;0;2330;2042
10528;0;2205;1934
10529;0;2147;1925
10530;0;1038;958
10531;0;1038;954
10532;0;1122;1053
10533;0;1057;1004
10534;0;1139;1007
10535;0;1051;1002
10536;0;1229;1019
10537;0;1247;1035
10538;0;1725;1615
10539;0;1734;1621
10540;0;2317;2228
10541;0;2308;2214
10542;0;1623;1519
10543;0;1619;1518
10544;0;1707;1557
10545;0;33;2153
10546;0;2007;1730
10547;0;2103;1807
10548;0;1935;1713
10549;0;1943;1713
10550;0;1944;1715
10551;0;758;31
10552;0;708;2325
10553;0;737;2332
10554;0;1822;1535
10555;0;1750;1459
10556;0;1735;1445
10557;0;1209;859
10558;0;1217;855
10559;0;1510;1237
10560;0;958;912
10561;0;1150;1043
10562;0;823;714
10563;0;2059;1952
10564;0;2012;1912
10565;0;2101;1948
10566;0;1428;1324
10567;0;1343;1244
10568;0;1330;1231
10569;0;1759;1347
10570;0;1731;1349
10571;0;1730;1545
10572;0;1741;1610
10573;0;2306;2202
10574;0;2100;1437
10575;0;1034;921
10576;0;1210;1118
10577;0;2155;2045
10578;0;2003;1322
10579;0;1026;917
10580;0;1220;1128
10581;0;1746;1611
10582;0;1811;1638
10583;0;1808;1631
10584;0;112;1915
10585;0;1709;1445
10586;0;122;1918
10587;0;1709;1447
10588;0;2302;1958
10589;0;2242;1952
10590;0;2223;1935
10591;0;1013;847
10592;0;1033;909
10593;0;1028;901
10594;0;125;1940
10595;0;42;1856
10596;0;1209;1050
10597;0;1201;1050
10598;0;1211;1055
10599;0;1218;955
10600;0;1204;958
10601;0;1214;1001
10602;0;1250;1015
10603;0;1246;1016
10604;0;1329;1059
10605;0;1828;1627
10606;0;1836;1621
10607;0;1836;1629
10608;0;1508;1425
10609;0;1351;1200
10610;0;1917;1546
10611;0;1251;1149
10612;0;1239;1133
10613;0;1246;1137
10614;0;2249;1739
10615;0;2243;1735
10616;0;848;638
10617;0;904;635
10618;0;908;637
10619;0;1014;846
10620;0;957;833
10621;0;1011;840
10622;0;1803;1740
10623;0;1919;1858
10624;0;1757;1734
10625;0;2048;1825
10626;0;1635;1540
10627;0;1736;1717
10628;0;2039;1817
10629;0;1633;1543
10630;0;1730;1719
10631;0;1014;953
10632;0;939;907
10633;0;1004;939
10634;0;1322;1219
10635;0;1243;1155
10636;0;1259;1149
10637;0;1457;1239
10638;0;1416;1202
10639;0;1404;1153
10640;0;2207;1404
10641;0;2157;1414
10642;0;1855;1835
10643;0;2012;1953
10644;0;1854;1834
10645;0;1835;1757
10646;0;2328;2233
10647;0;2055;1928
10648;0;1845;1818
10649;0;2228;2134
10650;0;2046;1928
10651;0;2149;1849
10652;0;2139;1845
10653;0;2312;2016
10654;0;1901;1727
10655;0;1825;1721
10656;0;2053;1954
10657;0;2040;1938
10658;0;2044;1941
10659;0;1825;1603
10660;0;1818;1558
10661;0;1825;1604
10662;0;1156;932
10663;0;1105;839
10664;0;1059;835
10665;0;1245;1007
10666;0;1234;1004
10667;0;1228;1010
10668;0;1012;832
10669;0;2337;2204
10670;0;1639;1504
10671;0;2111;2009
10672;0;2259;2202
10673;0;1914;1802
10674;0;1707;1434
10675;0;2102;2003
10676;0;2248;2156
10677;0;1920;1804
10678;0;1720;1433
10679;0;2020;1940
10680;0;2006;1943
10681;0;1219;735
10682;0;1211;735
10683;0;1213;738
10684;0;1623;1404
10685;0;;
10686;0;1623;1411
10687;0;1220;952
10688;0;1318;1056
10689;0;1241;957
10690;0;1623;1409
10691;0;1614;1417
10692;0;2008;1853
10693;0;2016;1858
10694;0;2007;1852
10695;0;1636;1108
10696;0;1639;1114
10697;0;1654;1110
10698;0;1539;1505
10699;0;1517;1458
10700;0;1043;832
10701;0;928;729
10702;0;948;737
10703;0;906;742
10704;0;853;852
10705;0;1310;1050
10706;0;;
10707;0;1325;1059
10708;0;1706;1441
10709;0;1655;1430
10710;0;1638;1428
10711;0;2230;2100
10712;0;2250;2131
10713;0;2254;2129
10714;0;928;754
10715;0;1000;754
10716;0;1003;809
10717;0;1357;1239
10718;0;1153;1104
10719;0;1658;1602
10720;0;1503;1440
10721;0;1531;1240
10722;0;1549;1256
10723;0;1536;1246
10724;0;1808;1554
10725;0;1853;1639
10726;0;1817;1602
10727;0;2238;2125
10728;0;2236;2102
10729;0;1039;747
10730;0;1149;920
10731;0;1050;753
10732;0;958;926
10733;0;956;924
10734;0;955;921
10735;0;1415;1057
10736;0;1409;1102
10737;0;1457;1110
10738;0;1624;1516
10739;0;1949;1851
10740;0;1805;1718
10741;0;1527;1446
10742;0;1918;1820
10743;0;1727;1635
10744;0;2055;1820
10745;0;2256;2025
10746;0;137;2258
10747;0;1453;1230
10748;0;1550;1323
10749;0;1505;1238
10750;0;846;826
10751;0;842;821
10752;0;847;825
10753;0;1733;1652
10754;0;1938;1832
10755;0;1556;1134
10756;0;2120;2017
10757;0;40;2222
10758;0;1045;931
10759;0;1729;1650
10760;0;1938;1824
10761;0;1559;1131
10762;0;2111;2006
10763;0;30;2155
10764;0;1042;936
10765;0;2314;2151
10766;0;2334;2209
10767;0;1429;1315
10768;0;1453;1321
10769;0;1442;1322
10770;0;1615;1339
10771;0;1614;1352
10772;0;1646;1401
10773;0;1634;1104
10774;0;1556;1100
10775;0;1619;1057
10776;0;1247;1102
10777;0;1427;1326
10778;0;1636;1510
10779;0;1041;913
10780;0;1039;911
10781;0;2359;2146
10782;0;2153;1932
10783;0;2200;1947
10784;0;1312;910
10785;0;1259;902
10786;0;1309;903
10787;0;2024;1830
10788;0;1946;1754
10789;0;1926;1748
10790;0;1227;1105
10791;0;1248;1122
10792;0;1237;1112
10793;0;1649;1535
10794;0;1758;1550
10795;0;2352;2137
10796;0;1240;1104
10797;0;1512;1323
10798;0;2048;1835
10799;0;1907;1700
10800;0;113;2251
10801;0;1525;1346
10802;0;1628;1432
10803;0;2224;1946
10804;0;1905;1812
10805;0;2005;1916
10806;0;2018;1923
10807;0;1339;928
10808;0;753;700
10809;0;1349;936
10810;0;1155;1123
10811;0;1200;1130
10812;0;1203;1131
10813;0;1018;852
10814;0;1022;858
10815;0;2042;1829
10816;0;5;2157
10817;0;2121;1905
10818;0;1834;1558
10819;0;1823;1553
10820;0;1849;1603
10821;0;2218;2130
10822;0;2221;2133
10823;0;1311;950
10824;0;822;729
10825;0;816;726
10826;0;843;752
10827;0;1050;954
10828;0;911;832
10829;0;1542;1320
10830;0;1615;1402
10831;0;1557;1332
