iata;airport;city;state;lat;lon
00M;Thigpen;Bay Springs;MS;3195376472;-8923450472
00R;Livingston Municipal;Livingston;TX;3068586111;-9501792778
00V;Meadow Lake;Colorado Springs;CO;3894574889;-1045698933
01G;Perry-Warsaw;Perry;NY;4274134667;-7805208056
01J;Hilliard Airpark;Hilliard;FL;306880125;-8190594389
01M;Tishomingo County;Belmont;MS;3449166667;-8820111111
02A;Gragg-Wade;Clanton;AL;3285048667;-8661145333
02C;Capitol;Brookfield;WI;4308751;-8817786917
02G;Columbiana County;East Liverpool;OH;4067331278;-8064140639
03D;Memphis Memorial;Memphis;MO;4044725889;-9222696056
04M;Calhoun County;Pittsboro;MS;3393011222;-8934285194
04Y;Hawley Municipal;Hawley;MN;4688384889;-9635089861
05C;Griffith-Merrillville;Griffith;IN;4151961917;-8740109333
05F;Gatesville - City/County;Gatesville;TX;3142127556;-9779696778
05U;Eureka;Eureka;NV;3960416667;-1160050597
06A;Moton  Municipal;Tuskegee;AL;3246047167;-8568003611
06C;Schaumburg;Chicago/Schaumburg;IL;4198934083;-8810124278
06D;Rolla Municipal;Rolla;ND;4888434111;-9962087694
06M;Eupora Municipal;Eupora;MS;3353456583;-8931256917
06N;Randall;Middletown;NY;4143156583;-7439191722
06U;Jackpot/Hayden;Jackpot;NV;4197602222;-1146580911
07C;Dekalb County;Auburn;IN;4130716667;-8506433333
07F;Gladewater Municipal;Gladewater;TX;3252883861;-9497174556
07G;Fitch H Beach;Charlotte;MI;4257450861;-8481143139
07K;Central City Municipal;Central City;NE;4111668056;-9805033639
08A;Wetumpka Municipal;Wetumpka;AL;3252943944;-8632822139
08D;Stanley Municipal;Stanley;ND;4830079861;-1024063514
08K;Harvard State;Harvard;NE;4065138528;-9807978667
08M;Carthage-Leake County;Carthage;MS;3276124611;-8953007139
09A;Butler-Choctaw County;Butler;AL;3211931306;-881274625
09J;Jekyll Island;Jekyll Island;GA;3107447222;-8142777778
09K;Sargent Municipal;Sargent;NE;4163695083;-9934038139
09M;Charleston Municipal;Charleston;MS;3399150222;-90078145
09W;South Capitol Street;Washington;DC;3886872333;-7700747583
0A3;Smithville Municipal;Smithville;TN;3598531194;-8580931806
0A8;Bibb County;Centreville;AL;3293679056;-8708888306
0A9;Elizabethton Municipal;Elizabethton;TN;3637094306;-8217374111
0AK;Pilot Station;Pilot Station;AK;6193396417;-1628929358
0B1;Col. Dyke;Bethel;ME;4442506444;-7080784778
0B4;Hartington Municipal;Hartington;NE;4260355556;-9725263889
0B5;Turners Falls;Montague;MA;4259136361;-7252275472
0B7;Warren-Sugar Bush;Warren;VT;4411672722;-7282705806
0B8;Elizabeth;Fishers Island;NY;4125130806;-7203161139
0C0;Dacy;Chicago/Harvard;IL;4240418556;-8863343222
0C4;Pender Municipal;Pender;NE;4211388722;-9672892556
0D1;South Haven Municipal;South Haven;MI;4235083333;-8625613889
0D8;Gettysburg Municipal;Gettysburg;SD;4498730556;-999535
0E0;Moriarty;Moriarty;NM;3498560639;-1060094661
0E8;Crownpoint;Crownpoint;NM;3571765889;-1082015961
0F2;Bowie Municipal;Bowie;TX;3360166667;-9777556
0F4;Loup City Municipal;Loup City;NE;4129028694;-9899064278
0F7;Fountainhead Lodge Airpark;Eufaula;OK;3538898833;-9560165111
0F8;William R Pogue Municipal;Sand Springs;OK;3617528;-9615181028
0F9;Tishomingo Airpark;Tishomingo;OK;3419592833;-9667555694
0G0;North Buffalo Suburban;Lockport;NY;4310318389;-7870334583
0G3;Tecumseh Municipal;Tecumseh;NE;4039944417;-9617139694
0G6;Williams County;Bryan;OH;4146736111;-8450655556
0G7;Finger Lakes Regional;Seneca Falls;NY;4288062278;-7678162028
0H1;Trego Wakeeney;Wakeeney;KS;390044525;-9989289917
0I8;Cynthiana-Harrison County;Cynthiana;KY;3836674167;-8428410056
0J0;Abbeville Municipal;Abbeville;AL;3160016778;-8523882222
0J4;Florala Municipal;Florala;AL;3104247361;-8631156111
0J6;Headland Municipal;Headland;AL;31364895;-8530965556
0K7;Humboldt Municipal;Humboldt;IA;427360825;-9424524167
0L5;Goldfield;Goldfield;NV;3771798833;-1172384119
0L7;Jean;Jean;NV;3576827222;-1153296378
0L9;Echo Bay;Overton;NV;3631108972;-1144638672
0M0;Dumas Municipal;Dumas;AR;338845475;-9153429111
0M1;Scott;Parsons;TN;3563778;-88127995
0M4;Benton County;Camden;TN;3601122694;-8812328833
0M5;Humphreys County;Waverly;TN;3611659972;-8773815889
0M6;Panola County;Batesville;MS;3436677444;-8990008917
0M8;Byerley;Lake Providence;LA;3282587917;-91187665
0O3;Calaveras Co-Maury Rasmussen;San Andreas;CA;3814611639;-1206481733
0O4;Corning Municipal;Corning;CA;3994376806;-1221713781
0O5;University;Davis;CA;3853146222;-1217864906
0Q5;Shelter Cove;Shelter Cove;CA;4002764333;-1240733639
0Q6;Shingletown;Shingletown;CA;4052210111;-1218177683
0R0;Columbia-Marion County;Columbia;MS;3129700806;-8981282944
0R1;Atmore Municipal;Atmore;AL;3101621528;-8744675972
0R3;Abbeville Chris Crusta Memorial;Abbeville;LA;2997576083;-9208415167
0R4;Concordia Parish;Vidalia;LA;3156683278;-9150011889
0R5;David G Joyce;Winnfield;LA;3196366222;-9266026056
0R7;Red River;Coushatta;LA;3199071694;-9330739306
0S7;Dorothy Scott;Oroville;WA;48958965;-1194119622
0S9;Jefferson County International;Port Townsend;WA;4804981361;-1228012792
0V2;Harriet Alexander;Salida;CO;3853916389;-1060458483
0V3;Pioneer Village;Minden;NE;405149125;-9894565083
0V4;Brookneal/Campbell County;Brookneal;VA;3714172222;-7901638889
0V6;Mission Sioux;Mission;SD;4330694778;-1006281936
0V7;Kayenta;Kayenta;AZ;3670972139;-1102367978
10C;Galt;Chicago/Greenwood/Wonderlake;IL;4240266472;-8837588917
10D;Winsted Municipal;Winsted;MN;4494996278;-940669175
10G;Holmes County;Millersburg;OH;4053716667;-8195436111
10N;Wallkill;Wallkill;NY;4162787111;-7413375583
10U;Owyhee;Owyhee;NV;4195323306;-1161876014
11A;Clayton Municipal;Clayton;AL;3188329917;-8548491361
11D;Clarion Cty;Clarion;PA;4122581222;-7944098972
11IS;Schaumburg Heliport;Chicago/Schaumburg;IL;4204808278;-8805257194
11J;Early County;Blakely;GA;3139698611;-8489525694
11R;Brenham Municipal;Brenham;TX;30219;-9637427778
12C;Rochelle Municipal;Rochelle;IL;4189300139;-8907829
12D;Tower Municipal;Tower;MN;4781833333;-9229166667
12J;Brewton Municipal;Brewton;AL;3105126306;-8706796833
12K;Superior Municipal;Superior;NE;4004636111;-9806011111
12Y;Le Sueur Municipal;Le Sueur;MN;4443746472;-9391274083
13C;Lakeview;Lakeview;MI;4345213722;-8526480333
13K;Eureka Municipal;Eureka;KS;378515825;-9629169806
13N;Trinca;Andover;NJ;4096676444;-7478016556
14J;Carl Folsom;Elba;AL;3140988861;-8608883583
14M;Hollandale Municipal;Hollandale;MS;3318262167;-9083065444
14Y;Todd Field;Long Prairie;MN;4589857556;-9487391
15F;Haskell Municipal;Haskell;TX;3319155556;-9971793056
15J;Cook County;Adel;GA;3113780556;-8345308333
15M;Luka;Luka;MS;347723125;-8816587444
15Z;McCarthy 2;McCarthy;AK;6143706083;-1429037372
16A;Nunapitchuk;Nunapitchuk;AK;6090582833;-1624391158
16G;Seneca County;Tiffin;OH;4109405556;-832125
16J;Dawson Municipal;Dawson;GA;3174328472;-84419285
16S;Myrtle Creek Municipal;Myrtle Creek;OR;4299845056;-1233095092
17G;Port Bucyrus-Crawford County;Bucyrus;OH;4078141667;-8297469444
17J;Donalsonville Municipal;Donalsonville;GA;3100694444;-8487761111
17K;Boise City;Boise City;OK;3677430028;-1025104364
17M;Magee Municipal;Magee;MS;3186127139;-8980285361
17N;Cross Keys;Cross Keys;NJ;3970547583;-7503300306
17Z;Manokotak;Manokotak;AK;5898896583;-1590499739
18A;Franklin County;Canon;GA;3434010472;-8313348333
18I;McCreary County;Pine Knot;KY;3669591306;-8439160389
19A;Jackson County;Jefferson;GA;3417402472;-8356066528
19M;C A Moore;Lexington;MS;3312546111;-9002555694
19N;Camden;Berlin;NJ;3977842056;-7494780389
19P;Port Protection SPB;Port Protection;AK;5632880417;-1336100844
1A3;Martin Campbell;Copperhill;TN;3501619111;-8434631083
1A5;Macon County;Franklin;NC;35222595;-8341904389
1A6;Middlesboro-Bell County;Middlesboro;KY;366106375;-8373741611
1A7;Jackson County;Gainesboro;TN;3639728139;-8564164278
1A9;Autauga County;Prattville;AL;32438775;-8651044778
1B0;Dexter Regional;Dexter;ME;4500839444;-6923976722
1B1;Columbia Cty;Hudson;NY;4229130028;-7371031944
1B3;Fair Haven;Fair Haven;VT;4361534389;-7327455556
1B9;Mansfield Municipal;Mansfield;MA;4200013306;-7119677139
1C5;Clow;Chicago/Plainfield;IL;4169597444;-8812923056
1D1;Milbank Municipal;Milbank;SD;4523053806;-9656596556
1D2;Canton -Plymouth -  Mettetal;Plymouth;MI;4235003667;-8345826833
1D3;Platte Municipal;Platte;SD;4340332833;-9882952972
1D6;Hector Municipal;Hector;MN;4473107278;-9471471333
1D7;Webster Municipal;Webster;SD;4529329111;-9751369889
1D8;Redfield Municipal;Redfield;SD;4486247611;-9852953972
1F0;Downtown Ardmore;Ardmore;OK;3414698917;-9712265194
1F1;Lake Murray State Park;Overbrook;OK;3407509694;-9710667917
1F4;Madill Municipal;Madill;OK;3414040194;-9681203222
1F9;Bridgeport Municipal;Bridgeport;TX;3317533333;-9782838889
1G0;Wood County;Bowling Green;OH;41391;-8363013889
1G3;Kent State University;Kent;OH;4115186167;-8141658306
1G4;Grand Canyon West;Peach Springs;AZ;3599221;-1138166164
1G5;Freedom;Medina;OH;4113144444;-8176491667
1G6;Michael;Cicero;NY;4318166667;-7612777778
1H0;Creve Coeur;St Louis;MO;3872752;-9050830417
1H2;Effingham County Memorial;Effingham;IL;3907045083;-8853351972
1H3;Linn State Tech. College;Linn;MO;3847149444;-9181531667
1H8;Casey Municipal;Casey;IL;3930250917;-8800406194
1I5;Freehold;Freehold;NY;4236425;-7406596806
1I9;Delphi Municipal;Delphi;IN;4054281417;-8668167194
1J0;Tri-County;Bonifay;FL;3084577778;-8560138889
1K2;Lindsay Municipal;Lindsay;OK;3485007333;-9758642028
1K4;David J. Perry;Goldsby;OK;351550675;-9747039389
1K5;Waynoka Municipal;Waynoka;OK;3656670028;-9885231333
1K9;Satanta Municipal;Satanta;KS;3745419111;-1009921119
1L0;St. John the Baptist Parish;Reserve;LA;3008720833;-9058266528
1L1;Lincoln Co;Panaca;NV;3778746444;-1144216567
1L7;Escalante Municipal;Escalante;UT;3774532639;-1115701653
1L9;Parowan;Parowan;UT;3785969694;-112816055
1M1;North Little Rock Municipal;No Lit Rock;AR;3483398056;-9225792778
1M2;Belzoni Municipal;Belzoni;MS;3314518056;-9051528472
1M4;Posey;Haleyville;AL;3428034806;-8760044139
1M5;Portland Municipal;Portland;TN;3659287528;-8647691028
1M7;Fulton;Fulton;KY;3652589417;-8891561611
1MO;Mountain Grove Memorial;Mountain Grove;MO;3712071889;-92311245
1N2;Spadaro;East Moriches;NY;4082787639;-7274871083
1N4;Woodbine Muni;Woodbine;NJ;3921915;-74794765
1N7;Blairstown;Blairstown;NJ;4097114556;-7499747556
1N9;Allentown Queen City Muni;Allentown;PA;4057027778;-7548830556
1ND3;Hamry;Kindred;ND;466485775;-9700564306
1O1;Grandfield Municipal;Grandfield;OK;3423758944;-9874200917
1O2;Lampson;Lakeport;CA;3899017472;-1228997175
1O3;Lodi;Lodi;CA;3820241667;-1212684167
1O4;Thomas Municipal;Thomas;OK;3573338222;-9873063833
1O6;Dunsmuir Municipal-Mott;Dunsmuir;CA;4126320889;-1222719528
1R1;Jena;Jena;LA;31671005;-9215846722
1R7;Brookhaven-Lincoln County;Brookhaven;MS;316058475;-9040931583
1R8;Bay Minette Municipal;Bay Minette;AL;3087046278;-8781738167
1S0;Pierce County;Puyallup;WA;4710391667;-1222871944
1S3;Tillitt;Forsyth;MT;4627110639;-1066239206
1S5;Sunnyside Municipal;Sunnyside;WA;4632763139;-1199705964
1S6;Priest River Muni;Priest River;ID;4819018611;-1169093644
1U7;Bear Lake County;Paris;ID;4224714972;-11133826
1V0;Navajo State Park;Navajo Dam;NM;3680833833;-1076514444
1V2;Grant County;Hyannis;NE;4200942944;-1017693439
1V5;Boulder Muni;Boulder;CO;4003942972;-1052258217
1V6;Fremont County;Canon City;CO;3842838111;-1051054994
1V9;Blake;Delta;CO;3878539722;-1080636611
20A;Robbins;Oneonta;AL;3397231972;-8637942722
20M;Macon Municipal;Macon;MS;3313345889;-8853559806
20N;Kingston-Ulster;Kingston;NY;419852525;-7396409722
20U;Beach;Beach;ND;4692362444;-1039785389
20V;McElroy Airfield;Kremmling;CO;4005367972;-1063689467
21D;Lake Elmo;St Paul;MN;4499748861;-9285568111
21F;Jacksboro Municipal;Jacksboro;TX;33228725;-9814671083
22B;Mountain Meadow Airstrip;Burlington;CT;4177287528;-7301121667
22I;Vinton County;McArthur;OH;39328125;-8244182167
22M;Pontotoc County;Pontotoc;MS;3427593833;-8903839694
22N;Carbon Cty-Jake Arner Memorial;Lehighton;PA;4080950889;-7576149639
23J;Herlong;Jacksonville;FL;3027778889;-8180594722
23M;Clarke County;Quitman;MS;3208487111;-8873893389
23N;Bayport Aerodrome;Bayport;NY;4075843139;-7305372083
23R;Devine Municipal;Devine;TX;291384075;-9894189028
24A;Jackson County;Sylva;NC;353168625;-8320936806
24J;Suwannee County;Live Oak;FL;3030105583;-8302318778
24N;Jicarilla Apache Nation;Dulce;NM;36828535;-1068841914
25J;Cuthbert-Randolph;Cuthbert;GA;3170016583;-8482492194
25M;Ripley;Ripley;MS;3472226778;-8901504944
25R;International;Edinburg;TX;2644201083;-9812945306
26A;Ashland/Lineville;Ashland/Lineville;AL;3328761417;-8580412861
26N;Ocean City Muni cipal;Ocean City;NJ;3926347222;-7460747222
26R;Jackson County;Edna/Ganado;TX;2900101;-9658194667
26U;McDermitt State;McDermitt;OR;4200211083;-1177231972
27A;Elbert County-Patz;Elberton;GA;3409519722;-8281586417
27D;Myers;Canby;MN;4472801889;-9626309972
27J;Newberry Municipal;Newberry;SC;3430927778;-8163972222
27K;Georgetown-Scott County;Georgetown;KY;3823442528;-8443468667
28J;Kay Larkin;Palatka;FL;2965863889;-8168855556
29D;Grove City;Grove City;PA;4114597611;-8016592194
29G;Portage County;Ravenna;OH;41210195;-8125163083
29S;Gardiner;Gardiner;MT;4504993556;-1107466008
2A0;Mark Anton;Dayton;TN;3548624611;-8493109722
2A1;Jamestown Municipal;Jamestown;TN;3634970833;-8494664472
2A3;Larsen Bay;Larsen Bay;AK;5753510667;-1539784169
2A9;Kotlik;Kotlik;AK;6303116111;-1635299278
2AK;Lime Village;Lime Village;AK;6135848528;-1554403508
2B3;Parlin;Newport;NH;4338812944;-7218925417
2B7;Pittsfield Municipal;Pittsfield;ME;4476852778;-6937441667
2B9;Post Mills;Post Mills;VT;43884235;-7225370333
2D1;Barber;Alliance;OH;4097089139;-8109981889
2D5;Oakes Municipal;Oakes;ND;4617301972;-9807987556
2F5;Lamesa Municipal;Lamesa;TX;3275627778;-1019194722
2F6;Skiatook Municipal;Skiatook;OK;36357035;-9601138556
2F7;Commerce Municipal;Commerce;TX;3329288889;-9589641806
2F8;Morehouse Memorial;Bastrop;LA;3275607944;-9188057194
2G2;Jefferson County Airpark;Steubenville;OH;4035944306;-8070007806
2G3;Connellsville;Connellsville;PA;3995893667;-7965713306
2G4;Garrett County;Oakland;MD;3958027778;-7933941667
2G9;Somerset County;Somerset;PA;4003911111;-7901455556
2H0;Shelby County;Shelbyville;IL;3941042861;-888454325
2H2;Aurora Memorial Municipal;Aurora;MO;3696230778;-9369531111
2I0;Madisonville Municipal;Madisonville;KY;3735502778;-8739963889
2I5;Chanute;Rantoul;IL;4029355556;-8814236111
2IS;Airglades;Clewiston;FL;2674200972;-8104978917
2J2;Liberty County;Hinesville;GA;3178461111;-8164116667
2J3;Louisville Municipal;Louisville;GA;3298654083;-8238568139
2J5;Millen;Millen;GA;3289376972;-8196511583
2J9;Quincy Municipal;Quincy;FL;3059786111;-8455741667
2K3;Stanton County Municipal;Johnson;KS;3758271111;-10173281
2K4;Scott;Mangum;OK;3489172583;-9952675667
2K5;Telida;Telida;AK;6339387278;-1532689733
2M0;Princeton-Caldwell County;Princeton;KY;3711560444;-8785556944
2M2;Lawrenceburg Municipal;Lawrenceburg;TN;352343025;-8725793222
2M3;Sallisaw Municipal;Sallisaw;OK;3543816667;-9480277778
2M4;G. V. Montgomery;Forest;MS;3235347778;-8948867944
2M8;Charles W. Baker;Millington;TN;3527897583;-8993147611
2O1;Gansner;Quincy;CA;3994378056;-1209468983
2O3;Angwin-Parrett;Angwin;CA;3857851778;-1224352572
2O6;Chowchilla;Chowchilla;CA;3711244417;-1202468406
2O7;Independence;Independence;CA;3681382111;-1182050956
2O8;Hinton Municipal;Hinton;OK;3550592472;-9834236111
2P2;Washington Island;Washington Island;WI;4538620833;-8692448056
2Q3;Yolo Co-Davis/Woodland/Winters;Davis/Woodland/Winters;CA;385790725;-1218566322
2R0;Waynesboro Municipal;Waynesboro;MS;3164599472;-8863475667
2R4;Peter Prince;Milton;FL;3063762083;-8699365278
2R5;St Elmo;St Elmo;AL;3050190833;-8827511667
2R9;Karnes County;Kenedy;TX;288250075;-9786558333
2S1;Vashon Municipal;Vashon;WA;4745815333;-1224773506
2S6;Sportsman Airpark;Newberg;OR;4529567333;-1229553783
2S7;Chiloquin State;Chiloquin;OR;4258319167;-1218761261
2S8;Wilbur;Wilbur;WA;4775320639;-1187438936
2T1;Muleshoe Municipal;Muleshoe;TX;3418513639;-1026410981
2V1;Stevens;Pagosa Springs;CO;37277505;-1070558742
2V2;Vance Brand;Longmont;CO;4016367139;-1051630369
2V5;Wray Municipal;Wray;CO;4010032333;-10224096
2V6;Yuma Municipal;Yuma;CO;4010415306;-1027129869
2W5;Maryland;Indian Head;MD;3860053667;-7707296917
2W6;Captain Walter Francis Duke Regional;Leonardtown;MD;3831536111;-7655011111
2Y3;Yakutat SPB;Yakutat;AK;595624775;-1397410994
2Y4;Rockwell City Municipal;Rockwell City;IA;4238748056;-9461803333
31F;Gaines County;Seminole;TX;3267535389;-102652685
32M;Norfolk;Norfolk;MA;4212787528;-7137033556
32S;Stevensville;Stevensville;MT;4652511111;-1140528056
33J;Geneva Municipal;Geneva;AL;3105527778;-8588033333
33M;Water Valley;Water Valley;MS;3416677639;-8968619722
33N;Delaware Airpark;Dover;DE;3921837556;-7559642667
33S;Pru;Ritzville;WA;4712487194;-1183927539
34A;Laurens County;Laurens;SC;3450705556;-8194719444
35A;Union County, Troy Shelton;Union;SC;3468680111;-8164121167
35D;Padgham;Allegan;MI;4253098278;-8582513556
35S;Wasco State;Wasco;OR;4558944444;-1206741667
36K;Lakin;Lakin;KS;3796946389;-1012554472
36S;Happy Camp;Happy Camp;CA;4179067944;-1233889444
36U;Heber City Municipal/Russ McDonald;Heber;UT;4048180556;-1114288056
37T;Calico Rock-Izard County;Calico Rock;AR;3616565278;-9214523611
37W;Harnett County;Erwin;NC;3537880028;-7873362917
38A;Shaktoolik;Shaktoolik;AK;6436263194;-1612025369
38S;Deer Lodge-City-County;Deer Lodge;MT;4638881583;-1127669842
38U;Wayne Wonderland;Loa;UT;3836247972;-1115960164
39N;Princeton;Princeton;NJ;4039834833;-7465760361
3A0;Grove Hill Municipal;Grove Hill;AL;3168932389;-877613875
3A1;Folsom;Cullman;AL;3426870833;-8685833611
3A2;New Tazewell Municipal;Tazewell;TN;3641008417;-8355546167
3A3;Anson County;Wadesboro;NC;3502397611;-8008127333
3AU;Augusta Municipal;Augusta;KS;3767162778;-9707787222
3B0;Southbridge Municipal;Southbridge;MA;4210092806;-7203840833
3B1;Greenville Municipal;Greenville;ME;4546302778;-6955161111
3B2;Marshfield;Marshfield;MA;4209824111;-7067212083
3B9;Chester;Chester;CT;4138390472;-7250589444
3BS;Jack Barstow;Midland;MI;4366291528;-84261325
3CK;Lake In The Hills;Lake In The Hills;IL;4220680306;-8832304028
3CM;James Clements Municipal;Bay City;MI;4354691667;-8389550222
3CU;Cable Union;Cable;WI;4619424889;-9124640972
3D2;Ephraim/Gibraltar;Ephraim;WI;4513535778;-8718586556
3D4;Frankfort Dow Memorial;Frankfort;MI;4462506389;-8620061944
3F3;De Soto Parish;Mansfield;LA;3207345972;-9376551889
3F4;Vivian;Vivian;LA;3286133333;-9401015361
3F7;Jones Memorial;Bristow;OK;3580685278;-9642185556
3FM;Fremont Municipal;Fremont;MI;4343890528;-8599478
3FU;Faulkton Municipal;Faulkton;SD;4503191861;-9911566417
3G3;Wadsworth Municipal;Wadsworth;OH;4100158222;-8175513111
3G4;Ashland County;Ashland;OH;4090297222;-8225563889
3G7;Williamson/Sodus;Williamson;NY;4323472222;-7712097222
3GM;Grand Haven Memorial Airpark;Grand Haven;MI;4303404639;-861981625
3I2;Mason County;Point Pleasant;WV;3891463889;-8209858333
3I7;Phillipsburg;Phillipsburg;OH;3991344194;-8440030889
3J1;Ridgeland;Ridgeland;SC;3249268694;-8099233028
3J7;Greene County Airpark;Greensboro;GA;3359766667;-83139
3JC;Freeman;Junction City;KS;3904327556;-9684328694
3K3;Syracuse-Hamilton County Municipal;Syracuse;KS;3799167972;-1017462822
3K6;St Louis-Metro East;Troy/Marine/St. Louis;IL;3873290861;-8980656722
3K7;Mark Hoard Memorial;Leoti;KS;3845696333;-1013532161
3LC;Logan County;Lincoln;IL;4015847222;-8933497222
3LF;Litchfield Municipal;Litchfield;IL;3916635306;-8967489694
3M7;Lafayette Municipal;Lafayette;TN;36518375;-8605828083
3M8;North Pickens;Reform;AL;3338900611;-8800557806
3M9;Warren Municipal;Warren;AR;3356044333;-9208538861
3MY;Mt. Hawley Auxiliary;Peoria;IL;4079525917;-896134025
3N6;Old Bridge;Old Bridge;NJ;4032988667;-7434678694
3N8;Mahnomen County;Mahnomen;MN;4725996056;-9592809778
3ND0;Northwood Municipal;Northwood;ND;4772423333;-9759042222
3O1;Gustine;Gustine;CA;3726271722;-1209632586
3O3;Municipal;Purcell;OK;3497979444;-9738586167
3O4;Sayre Municipal;Sayre;OK;3516755222;-9965787361
3O5;Walters Municipal;Walters;OK;3437258444;-9840588583
3O7;Hollister Municipal;Hollister;CA;3689334528;-1214102706
3O9;Grand Lake Regional;Afton;OK;365775775;-9486190028
3R0;Beeville Municipal;Beeville;TX;2836455528;-9779208194
3R1;Bay City Municipal;Bay City;TX;28973255;-9586345528
3R2;Le Gros Memorial;Crowley;LA;3016173611;-9248396111
3R4;Hart;Many;LA;3154489667;-9348645306
3R7;Jennings;Jennings;LA;3024269333;-9267344778
3S4;Illinois Valley;Illinois Valley (Cave Junction);OR;4210372417;-1236822911
3S8;Grants Pass;Grants Pass;OR;4251011722;-1233879894
3S9;Condon State-Pauling;Condon;OR;4524651889;-1201664233
3SG;Harry W Browne;Saginaw - H.Browne;MI;4343341028;-8386245833
3SQ;St Charles;St Charles;MO;3884866139;-9050011833
3T3;Boyceville Municipal;Boyceville;WI;45042185;-920293475
3T5;Fayette Regional Air Center;La Grange;TX;2990930556;-969505
3TR;Jerry Tyler Memorial;Niles;MI;4183590806;-8622517611
3U3;Bowman;Anaconda;MT;4615313278;-11286784
3U7;Benchmark;Benchmark;MT;4748133194;-1128697678
3U8;Big Sandy;Big Sandy;MT;4816247972;-1101132631
3V4;Fort Morgan Municipal;Fort Morgan;CO;4033423194;-1038039508
3WO;Shawano Municipal;Shawano;WI;4478777778;-8856152444
3Y2;George L Scott Municipal;West Union;IA;4298508917;-9179060417
3Y3;Winterset Madison County;Winterset;IA;4136276778;-9402106194
3Z9;Haines SPB;Haines;AK;5923495111;-1354407181
40J;Perry-Foley;Perry;FL;3006927778;-8358058333
40N;Chester Cty-G O Carlson;Coatesville;PA;3997897222;-7586547222
40U;Manila;Manila;UT;4098607;-1096784811
41U;Manti-Ephraim;Manti;UT;3932912833;-1116146397
42A;Melbourne Municipal;Melbourne;AR;3607079222;-9182914667
42C;White Cloud;White Cloud;MI;4355974139;-8577421944
42J;Keystone Airpark;Keystone Heights;FL;2984475;-8204752778
42S;Poplar;Poplar;MT;4811595861;-1051821928
43A;Montgomery County;Star;NC;3538819528;-7979281667
44B;Dover/Foxcroft;Dover-Foxcroft;ME;4518338806;-692328225
44N;Sky Acres;Millbrook;NY;4170742861;-7373802889
45J;Rockingham-Hamlet;Rockingham;NC;3489107083;-7975905806
45OH;North Bass Island;North Bass Island;OH;4171932528;-8282196917
45R;Kountz - Hawthorne;Kountze/Silsbee;TX;3033633806;-9425754361
46A;Blairsville;Blairsville;GA;3485508722;-83996855
46D;Carrington Municipal;Carrington;ND;4745111111;-9915111111
46N;Sky Park;Red Hook;NY;4198458333;-7383596556
47A;Cherokee County;Canton;GA;3431058333;-8442391667
47J;Cheraw Municipal;Cheraw;SC;3471258333;-7995794444
47N;Central Jersey Regional;Manville;NJ;4052438417;-7459839194
47V;Curtis Municipal;Curtis;NE;4063750778;-1004712539
48A;Cochran;Cochran;GA;3239936111;-8327591667
48D;Clare Municipal;Clare;MI;4383111111;-8474133333
48I;Braxton County;Sutton;WV;3868704444;-8065176083
48K;Ness City Municipal;Ness City;KS;3847110278;-9990806667
48S;Harlem;Harlem;MT;4856666472;-1087729339
48V;Tri-County;Erie;CO;40010225;-105047975
49A;Gilmer County;Ellijay;GA;3462786417;-8452492889
49T;Downtown Heliport;Dallas;TX;3277333333;-9680027778
49X;Chemehuevi Valley;Chemehuevi Valley;CA;3452751083;-1144310697
49Y;Fillmore County;Preston;MN;4367676;-9217973444
4A2;Atmautluak;Atmautluak;AK;6086674556;-1622731389
4A4;Cornelius-Moore;Cedartown;GA;3401869444;-8514647222
4A5;Marshall-Searcy County;Marshall;AR;3589893667;-9265588611
4A6;Scottsboro Municipal;Scottsboro;AL;3468897278;-860058125
4A7;Clayton County;Hampton;GA;3338911111;-8433236111
4A9;Isbell;Fort Payne;AL;344728925;-8572221722
4B0;South Albany;South Bethlehem;NY;4256072611;-7383395639
4B1;Duanesburg;Duanesburg;NY;4275840889;-7413290472
4B6;Ticonderoga Muni;Ticonderoga;NY;4387700278;-7341317639
4B7;Schroon Lake;Schroon Lake;NY;4386256083;-7374262972
4B8;Robertson;Plainville;CT;4169037667;-728648225
4B9;Simsbury Tri-Town;Simsbury;CT;4191676389;-7277731778
4C8;Albia Municipal;Albia;IA;4099445361;-9276297194
4D0;Abrams Municipal;Grandledge;MI;4277420167;-8473309806
4D9;Alma Municipal;Alma;NE;4011389972;-9934565306
4F2;Panola County-Sharpe;Carthage;TX;3217608333;-9429880556
4F4;Gilmer-Upshur County;Gilmer;TX;32699;-9494886111
4G1;Greenville Muni;Greenville;PA;4144683167;-8039126167
4G2;Hamburg Inc.;Hamburg;NY;427008925;-7891475694
4G5;Monroe County;Woodsfield;OH;3977904472;-8110277222
4G6;Hornell Muni;Hornell;NY;4238214444;-776821125
4G7;Fairmont Muni;Fairmont;WV;3944816667;-8016702778
4I0;Mingo County;Williamson;WV;3768760139;-8226097306
4I3;Knox County;Mount Vernon;OH;4032872222;-8252377778
4I7;Putnam County;Greencastle;IN;3963359556;-868138325
4I9;Morrow County;Mt. Gilead;OH;4052452778;-8285005556
4J1;Brantley County;Nahunta;GA;3121272417;-8190539083
4J2;Berrien County;Nashville;GA;3121255556;-8322627778
4J5;Quitman-Brooks County;Quitman;GA;3080575139;-8358654889
4J6;St Marys;St Marys;GA;3075468028;-8155731917
4K0;Pedro Bay;Pedro Bay;AK;5978960972;-1541238331
4K5;Ouzinkie;Ouzinkie;AK;5792287611;-1525005111
